uid,n_interactions,n_questions,n_kcs,accuracy_total,repeat_rate,first_accuracy,repeat_accuracy,first_timestamp,last_timestamp,repeat_gain,sequence_duration_days,activity_bucket,cohort
9449,341,299,117,0.958944,0.120235,0.96,0.95122,1599287125000,1622287665000,-0.00878,266.209954,alta,high_accuracy_low_repeat
9455,303,266,137,0.465347,0.118812,0.449438,0.583333,1597549753000,1621694410000,0.133895,279.452049,media,mixed_profile
9462,229,176,114,0.681223,0.069869,0.680751,0.6875,1594460718000,1621747035000,0.006749,315.813854,baja,mixed_profile
9463,387,322,160,0.731266,0.131783,0.723214,0.784314,1595636344000,1621691209000,0.061099,301.560938,alta,mixed_profile
9465,580,468,194,0.841379,0.156897,0.832311,0.89011,1594035008000,1622260646000,0.057799,326.685625,muy alta,mixed_profile
9468,264,227,110,0.784091,0.128788,0.782609,0.794118,1595066402000,1615037459000,0.011509,231.146493,baja,mixed_profile
9470,550,463,189,0.723636,0.147273,0.716418,0.765432,1593822617000,1622258128000,0.049014,329.114711,muy alta,mixed_profile
9472,219,200,108,0.954338,0.082192,0.955224,0.944444,1599898385000,1622260829000,-0.010779,258.824583,baja,high_accuracy_low_repeat
9473,232,213,119,0.797414,0.081897,0.798122,0.789474,1595237928000,1620519303000,-0.008648,292.608507,baja,mixed_profile
9490,249,205,116,0.610442,0.148594,0.608491,0.621622,1595744360000,1622280134000,0.013131,307.127014,baja,mixed_profile
9496,612,520,201,0.965686,0.125817,0.964486,0.974026,1594457354000,1621165083000,0.00954,309.117234,muy alta,high_accuracy_low_repeat
9499,282,262,122,0.769504,0.070922,0.782443,0.6,1595664198000,1608989949000,-0.182443,154.233229,media,mixed_profile
9501,318,267,132,0.899371,0.160377,0.913858,0.823529,1599889244000,1622205483000,-0.090328,258.289803,media,high_accuracy_low_repeat
9515,242,219,143,0.644628,0.095041,0.6621,0.478261,1593569070000,1621417102000,-0.18384,322.315185,baja,mixed_profile
9520,465,346,172,0.686022,0.139785,0.6875,0.676923,1597539348000,1622258058000,-0.010577,286.096181,muy alta,mixed_profile
9522,251,240,123,0.657371,0.039841,0.6639,0.5,1593932456000,1622206692000,-0.1639,327.248102,baja,mixed_profile
9525,292,228,149,0.691781,0.157534,0.695122,0.673913,1597019120000,1621739725000,-0.021209,286.118113,media,mixed_profile
9531,296,241,137,0.503378,0.128378,0.496124,0.552632,1595895928000,1622288793000,0.056508,305.472975,media,mixed_profile
9538,242,168,97,0.603306,0.103306,0.589862,0.72,1595984107000,1621503948000,0.130138,295.36853,baja,mixed_profile
9539,342,305,153,0.906433,0.108187,0.911475,0.864865,1596447006000,1621159766000,-0.046611,286.027315,alta,high_accuracy_low_repeat
9542,275,243,124,0.927273,0.109091,0.922449,0.966667,1596355576000,1615377039000,0.044218,220.155822,media,high_accuracy_low_repeat
9547,253,220,118,0.743083,0.126482,0.742081,0.75,1594467294000,1618715969000,0.007919,280.655961,baja,mixed_profile
9548,368,314,173,0.88587,0.130435,0.8875,0.875,1595161258000,1621667268000,-0.0125,306.782523,alta,high_accuracy_low_repeat
9550,411,335,153,0.671533,0.180049,0.62908,0.864865,1594466812000,1618626833000,0.235785,279.629873,alta,mixed_profile
9551,311,267,111,0.903537,0.122186,0.89011,1.0,1595746559000,1611833206000,0.10989,186.188044,media,high_accuracy_low_repeat
9552,451,369,182,0.769401,0.144124,0.761658,0.815385,1595241695000,1615104204000,0.053727,229.89015,muy alta,mixed_profile
9557,394,338,143,0.916244,0.142132,0.923077,0.875,1599362322000,1622283260000,-0.048077,265.288634,alta,high_accuracy_low_repeat
9558,458,381,150,0.840611,0.131004,0.841709,0.833333,1595642525000,1622264592000,-0.008375,308.125775,muy alta,mixed_profile
9562,396,320,150,0.691919,0.15404,0.701493,0.639344,1594466771000,1622258131000,-0.062148,321.659259,alta,mixed_profile
9572,244,209,137,0.635246,0.110656,0.62212,0.740741,1593596720000,1622281528000,0.118621,332.000093,baja,mixed_profile
9573,269,238,136,0.862454,0.111524,0.866109,0.833333,1596362418000,1621660846000,-0.032775,292.80588,baja,high_accuracy_low_repeat
9578,228,202,121,0.653509,0.114035,0.643564,0.730769,1593954847000,1622209094000,0.087205,327.016748,baja,mixed_profile
9587,231,198,109,0.627706,0.125541,0.628713,0.62069,1596454559000,1622290983000,-0.008023,299.032685,baja,mixed_profile
9594,595,502,216,0.828571,0.117647,0.824762,0.857143,1596414803000,1622268710000,0.032381,299.235035,muy alta,mixed_profile
9595,320,268,123,0.96875,0.1625,0.966418,0.980769,1596414305000,1622291798000,0.014351,299.508021,media,high_accuracy_low_repeat
9601,455,338,167,0.850549,0.127473,0.843829,0.896552,1597560348000,1622282247000,0.052723,286.13309,muy alta,high_accuracy_low_repeat
9604,342,281,167,0.760234,0.131579,0.76431,0.733333,1597053348000,1622247932000,-0.030976,291.603981,alta,mixed_profile
9605,693,514,212,0.860029,0.141414,0.865546,0.826531,1594428913000,1622256781000,-0.039016,322.081806,muy alta,high_accuracy_low_repeat
9608,340,312,157,0.873529,0.079412,0.872204,0.888889,1595227772000,1622290452000,0.016684,313.225463,alta,high_accuracy_low_repeat
9611,348,286,149,0.913793,0.137931,0.913333,0.916667,1595757339000,1622261789000,0.003333,306.764468,alta,high_accuracy_low_repeat
9614,382,341,178,0.701571,0.10733,0.718475,0.560976,1593505092000,1622279858000,-0.157499,333.041273,alta,mixed_profile
9626,522,429,186,0.795019,0.153257,0.794118,0.8,1597710359000,1622269034000,0.005882,284.243924,muy alta,mixed_profile
9641,301,255,135,0.840532,0.139535,0.84556,0.809524,1595222068000,1622261892000,-0.036036,312.960926,media,mixed_profile
9647,254,215,131,0.866142,0.133858,0.868182,0.852941,1594428904000,1622258565000,-0.015241,322.102558,baja,high_accuracy_low_repeat
9655,300,259,116,0.693333,0.136667,0.69112,0.707317,1595294867000,1621735767000,0.016197,306.028935,media,mixed_profile
9658,469,350,170,0.835821,0.151386,0.829146,0.873239,1595930124000,1621863646000,0.044094,300.156505,muy alta,mixed_profile
9659,359,312,143,0.810585,0.130919,0.801282,0.87234,1597039165000,1622036264000,0.071058,289.318275,alta,mixed_profile
9660,380,276,141,0.815789,0.126316,0.801205,0.916667,1594622714000,1622249709000,0.115462,319.756887,alta,mixed_profile
9668,449,353,146,0.942094,0.164811,0.941333,0.945946,1599958254000,1622258475000,0.004613,258.10441,muy alta,high_accuracy_low_repeat
9677,453,393,170,0.783664,0.125828,0.782828,0.789474,1596426905000,1622272248000,0.006645,299.135914,muy alta,mixed_profile
9678,256,196,121,0.785156,0.125,0.794643,0.71875,1594460925000,1615090731000,-0.075893,238.770903,baja,mixed_profile
9684,528,381,181,0.945076,0.138258,0.942857,0.958904,1594460701000,1622296637000,0.016047,322.175185,muy alta,high_accuracy_low_repeat
9688,314,259,147,0.961783,0.156051,0.958491,0.979592,1594460736000,1622290908000,0.021101,322.108472,media,high_accuracy_low_repeat
9689,368,259,136,0.804348,0.152174,0.798077,0.839286,1595930126000,1622205423000,0.041209,304.112234,alta,mixed_profile
9691,338,272,140,0.810651,0.139053,0.797251,0.893617,1597547262000,1621729150000,0.096366,279.882963,alta,mixed_profile
9707,524,410,173,0.908397,0.166031,0.913043,0.885057,1593935975000,1622282107000,-0.027986,328.080231,muy alta,high_accuracy_low_repeat
9714,362,303,161,0.969613,0.129834,0.965079,1.0,1594428966000,1615005674000,0.034921,238.156343,alta,high_accuracy_low_repeat
9725,628,532,205,0.671975,0.14172,0.654917,0.775281,1594034974000,1622204708000,0.120364,326.038588,muy alta,mixed_profile
9728,254,199,95,0.712598,0.122047,0.713004,0.709677,1599870341000,1622247946000,-0.003327,259.000058,baja,mixed_profile
9730,326,284,155,0.90184,0.125767,0.905263,0.878049,1594383668000,1621693436000,-0.027214,316.085278,media,high_accuracy_low_repeat
9738,395,364,179,0.886076,0.073418,0.89071,0.827586,1594092792000,1622295314000,-0.063124,326.418079,alta,high_accuracy_low_repeat
9741,239,219,109,0.83682,0.083682,0.849315,0.7,1594993480000,1613803694000,-0.149315,217.71081,baja,mixed_profile
9743,449,389,175,0.759465,0.126949,0.752551,0.807018,1597646711000,1622294766000,0.054467,285.278414,muy alta,mixed_profile
9744,253,230,107,0.893281,0.086957,0.887446,0.954545,1597231956000,1612272751000,0.0671,174.083275,baja,high_accuracy_low_repeat
9747,525,457,175,0.866667,0.12381,0.886957,0.723077,1594547706000,1622274467000,-0.16388,320.911586,muy alta,high_accuracy_low_repeat
9758,453,392,202,0.951435,0.125828,0.957071,0.912281,1597197586000,1621756771000,-0.04479,284.249826,muy alta,high_accuracy_low_repeat
9760,278,242,136,0.73741,0.118705,0.726531,0.818182,1596374207000,1621752608000,0.091651,293.731493,media,mixed_profile
9762,238,199,118,0.760504,0.10084,0.757009,0.791667,1594464580000,1622269509000,0.034657,321.816308,baja,mixed_profile
9764,254,227,116,0.547244,0.074803,0.557447,0.421053,1597907391000,1622282574000,-0.136394,282.120174,baja,mixed_profile
9771,300,234,137,0.953333,0.156667,0.956522,0.93617,1599906313000,1622289896000,-0.020352,259.069248,media,high_accuracy_low_repeat
9778,444,364,162,0.459459,0.15991,0.455764,0.478873,1594466766000,1622287135000,0.023109,321.995012,muy alta,mixed_profile
9780,337,280,150,0.700297,0.154303,0.722807,0.576923,1595325350000,1622281188000,-0.145884,311.988866,alta,mixed_profile
9782,241,182,105,0.59751,0.124481,0.56872,0.8,1595757351000,1621762232000,0.23128,300.982419,baja,mixed_profile
9788,503,396,176,0.952286,0.141153,0.949074,0.971831,1595031932000,1622195789000,0.022757,314.396493,muy alta,high_accuracy_low_repeat
9791,461,401,182,0.572668,0.130152,0.568579,0.6,1593506759000,1622293705000,0.031421,333.182245,muy alta,mixed_profile
9793,330,270,158,0.787879,0.133333,0.800699,0.704545,1595895925000,1622257364000,-0.096154,305.109248,media,mixed_profile
9799,456,389,173,0.907895,0.125,0.909774,0.894737,1596338507000,1621666672000,-0.015038,293.150058,muy alta,high_accuracy_low_repeat
9807,339,246,153,0.852507,0.171091,0.850534,0.862069,1595996809000,1622293156000,0.011535,304.355868,alta,high_accuracy_low_repeat
9810,530,451,177,0.954717,0.141509,0.951648,0.973333,1594427111000,1621771968000,0.021685,316.4914,muy alta,high_accuracy_low_repeat
9815,422,345,168,0.841232,0.165877,0.832386,0.885714,1593596872000,1622290710000,0.053328,332.104606,muy alta,mixed_profile
9816,249,210,127,0.53012,0.13253,0.518519,0.606061,1596534459000,1622290562000,0.087542,298.103044,baja,mixed_profile
9834,283,230,127,0.879859,0.116608,0.892,0.787879,1595226790000,1621003764000,-0.104121,298.344606,media,high_accuracy_low_repeat
9838,485,396,168,0.521649,0.169072,0.521092,0.52439,1594467262000,1622258139000,0.003298,321.653669,muy alta,mixed_profile
9847,374,324,162,0.919786,0.131016,0.923077,0.897959,1595211389000,1622258168000,-0.025118,313.041424,alta,high_accuracy_low_repeat
9851,454,389,164,0.984581,0.143172,0.987147,0.969231,1597906100000,1621859309000,-0.017916,277.236215,muy alta,high_accuracy_low_repeat
9854,254,207,129,0.744094,0.149606,0.74537,0.736842,1599910007000,1622285432000,-0.008528,258.974826,baja,mixed_profile
9863,274,252,136,0.682482,0.069343,0.67451,0.789474,1595248835000,1622275770000,0.114964,312.811748,media,mixed_profile
9866,342,300,145,0.824561,0.119883,0.827243,0.804878,1595670310000,1618647566000,-0.022364,265.940463,alta,mixed_profile
9873,359,312,130,0.905292,0.130919,0.907051,0.893617,1601031162000,1621648582000,-0.013434,238.627546,alta,high_accuracy_low_repeat
9883,254,190,124,0.929134,0.141732,0.922018,0.972222,1595757452000,1622282098000,0.050204,306.998218,baja,high_accuracy_low_repeat
9891,466,379,157,0.744635,0.156652,0.753181,0.69863,1595749296000,1622258186000,-0.054551,306.815856,muy alta,mixed_profile
9892,338,302,150,0.89645,0.106509,0.887417,0.972222,1597726517000,1616385570000,0.084805,215.961262,alta,high_accuracy_low_repeat
9894,384,312,138,0.658854,0.169271,0.661442,0.646154,1595752681000,1622258197000,-0.015288,306.776806,alta,mixed_profile
9901,380,298,150,0.897368,0.121053,0.898204,0.891304,1596350762000,1621770932000,-0.006899,294.214931,alta,high_accuracy_low_repeat
9906,241,225,107,0.86722,0.053942,0.868421,0.846154,1597042076000,1622260511000,-0.022267,291.880035,baja,high_accuracy_low_repeat
9909,406,305,162,0.625616,0.169951,0.626113,0.623188,1597041911000,1622270715000,-0.002924,292.000046,alta,mixed_profile
9910,474,384,165,0.689873,0.168776,0.675127,0.7625,1595211380000,1622258135000,0.087373,313.041146,muy alta,mixed_profile
9920,318,226,127,0.676101,0.122642,0.655914,0.820513,1600508897000,1622258530000,0.164599,251.731863,media,mixed_profile
9922,462,363,184,0.820346,0.136364,0.822055,0.809524,1596016510000,1622292465000,-0.012531,304.11985,muy alta,mixed_profile
9928,485,416,169,0.863918,0.142268,0.865385,0.855072,1595043633000,1621654670000,-0.010312,307.998113,muy alta,high_accuracy_low_repeat
9933,290,222,130,0.589655,0.141379,0.582329,0.634146,1597041980000,1622280815000,0.051817,292.116146,media,mixed_profile
9934,254,230,131,0.909449,0.090551,0.909091,0.913043,1593604395000,1622260809000,0.003953,331.671458,baja,high_accuracy_low_repeat
9941,421,305,151,0.817102,0.137767,0.809917,0.862069,1594634108000,1622249709000,0.052152,319.625012,muy alta,mixed_profile
9943,233,208,120,0.866953,0.06867,0.870968,0.8125,1593596837000,1616325620000,-0.058468,263.064618,baja,high_accuracy_low_repeat
9944,241,200,108,0.489627,0.145228,0.514563,0.342857,1594441845000,1611395050000,-0.171706,196.21765,baja,mixed_profile
9950,485,401,173,0.882474,0.150515,0.883495,0.876712,1594441827000,1622295528000,-0.006783,322.380799,muy alta,high_accuracy_low_repeat
9953,233,205,101,0.811159,0.120172,0.819512,0.75,1596432542000,1621743865000,-0.069512,292.955127,baja,mixed_profile
9954,266,231,125,0.789474,0.093985,0.780083,0.88,1594466768000,1622294346000,0.099917,322.078449,baja,mixed_profile
9955,322,273,115,0.881988,0.152174,0.879121,0.897959,1599274276000,1621594986000,0.018838,258.341551,media,high_accuracy_low_repeat
9961,247,208,104,0.659919,0.157895,0.663462,0.641026,1606570252000,1621741582000,-0.022436,175.594097,baja,mixed_profile
9965,356,302,135,0.679775,0.140449,0.689542,0.62,1595208240000,1621685685000,-0.069542,306.45191,alta,mixed_profile
9972,569,487,196,0.927944,0.137083,0.940937,0.846154,1597191910000,1621757373000,-0.094783,284.322488,muy alta,high_accuracy_low_repeat
9973,412,358,162,0.859223,0.126214,0.855556,0.884615,1595932877000,1621660477000,0.02906,297.773148,alta,high_accuracy_low_repeat
9979,255,210,126,0.662745,0.156863,0.665116,0.65,1595757341000,1622290335000,-0.015116,307.094838,baja,mixed_profile
9984,558,416,191,0.960573,0.145161,0.960168,0.962963,1597226112000,1622213025000,0.002795,289.200382,muy alta,high_accuracy_low_repeat
9994,253,238,136,0.920949,0.059289,0.920168,0.933333,1595230687000,1622282392000,0.013165,313.098438,baja,high_accuracy_low_repeat
9999,528,397,182,0.755682,0.155303,0.751121,0.780488,1594428905000,1622277242000,0.029367,322.318715,muy alta,mixed_profile
10005,242,207,119,0.747934,0.144628,0.724638,0.885714,1599955329000,1621748408000,0.161077,252.234711,baja,mixed_profile
10008,350,276,133,0.268571,0.154286,0.273649,0.240741,1599655756000,1622282110000,-0.032908,261.879097,alta,mixed_profile
10022,237,210,102,0.873418,0.092827,0.87907,0.818182,1594466763000,1617418785000,-0.060888,265.648403,baja,high_accuracy_low_repeat
10028,249,201,139,0.738956,0.15261,0.748815,0.684211,1594460732000,1622258486000,-0.064605,321.733264,baja,mixed_profile
10034,287,241,127,0.728223,0.15331,0.716049,0.795455,1599888726000,1622267606000,0.079405,259.014815,media,mixed_profile
10036,426,341,167,0.924883,0.14554,0.925824,0.919355,1594464582000,1621859241000,-0.006469,317.067812,muy alta,high_accuracy_low_repeat
10038,252,171,118,0.793651,0.15873,0.783019,0.85,1597058492000,1622203346000,0.066981,291.028403,baja,mixed_profile
10040,267,228,113,0.857678,0.11985,0.859574,0.84375,1596426598000,1622248367000,-0.015824,298.863067,baja,high_accuracy_low_repeat
10042,384,347,163,0.776042,0.085938,0.77208,0.818182,1599227819000,1622290140000,0.046102,266.925012,alta,mixed_profile
10046,316,261,127,0.794304,0.167722,0.779468,0.867925,1594039163000,1622278675000,0.088457,326.846204,media,mixed_profile
10060,292,206,131,0.510274,0.140411,0.521912,0.439024,1597575105000,1622259175000,-0.082888,285.695255,media,mixed_profile
10061,268,183,97,0.843284,0.201493,0.827103,0.907407,1599281661000,1622292615000,0.080305,266.330486,baja,high_repeat_positive_gain
10063,243,187,85,0.82716,0.156379,0.819512,0.868421,1596448556000,1622286852000,0.048909,299.054352,baja,mixed_profile
10068,262,235,140,0.923664,0.103053,0.919149,0.962963,1595232275000,1619738182000,0.043814,283.633183,baja,high_accuracy_low_repeat
10070,387,302,130,0.839793,0.118863,0.832845,0.891304,1597574228000,1622295760000,0.05846,286.128843,alta,mixed_profile
10072,330,277,151,0.7,0.157576,0.719424,0.596154,1599273850000,1622281145000,-0.123271,266.288137,media,mixed_profile
10074,252,189,122,0.694444,0.166667,0.685714,0.738095,1599904718000,1622290707000,0.052381,259.097095,baja,mixed_profile
10080,297,249,131,0.757576,0.141414,0.745098,0.833333,1593596795000,1622290667000,0.088235,332.105,media,mixed_profile
10084,318,263,145,0.86478,0.141509,0.85348,0.933333,1597560305000,1621752301000,0.079853,279.999954,media,high_accuracy_low_repeat
10088,475,400,172,0.827368,0.126316,0.821687,0.866667,1594427117000,1620200667000,0.04498,298.304977,muy alta,mixed_profile
10092,332,256,130,0.578313,0.13253,0.565972,0.659091,1599892868000,1621515206000,0.093119,250.258542,media,mixed_profile
10093,314,234,137,0.738854,0.171975,0.734615,0.759259,1599297438000,1622290591000,0.024644,266.124456,media,mixed_profile
10097,342,290,130,0.944444,0.152047,0.951724,0.903846,1598582771000,1622256457000,-0.047878,274.000995,alta,high_accuracy_low_repeat
10100,412,356,157,0.900485,0.133495,0.896359,0.927273,1593919626000,1621124345000,0.030914,314.869433,alta,high_accuracy_low_repeat
10104,369,272,137,0.948509,0.176152,0.940789,0.984615,1597226113000,1622261675000,0.043826,289.763449,alta,high_accuracy_low_repeat
10107,270,241,120,0.825926,0.107407,0.813278,0.931034,1595746535000,1618108556000,0.117756,258.819688,baja,mixed_profile
10111,345,249,135,0.811594,0.118841,0.8125,0.804878,1594428984000,1622281754000,-0.007622,322.370023,alta,mixed_profile
