uid,progress_bin,n,accuracy,repeat_rate
8555,50-75%,75,0.933333,0.226667
8555,75-100%,76,0.947368,0.263158
8557,0-25%,165,0.939394,0.157576
8557,25-50%,166,0.921687,0.078313
8557,50-75%,166,0.933735,0.162651
8557,75-100%,166,0.933735,0.198795
8559,0-25%,71,0.605634,0.084507
8559,25-50%,71,0.549296,0.098592
8559,50-75%,71,0.521127,0.140845
8559,75-100%,72,0.763889,0.138889
8564,0-25%,64,0.734375,0.03125
8564,25-50%,65,0.861538,0.076923
8564,50-75%,65,0.907692,0.123077
8564,75-100%,65,0.830769,0.276923
8567,0-25%,89,0.595506,0.11236
8567,25-50%,90,0.7,0.144444
8567,50-75%,90,0.588889,0.111111
8567,75-100%,90,0.655556,0.222222
8573,0-25%,102,0.666667,0.176471
8573,25-50%,103,0.786408,0.116505
8573,50-75%,103,0.912621,0.07767
8573,75-100%,103,0.834951,0.23301
8577,0-25%,72,0.819444,0.055556
8577,25-50%,72,0.930556,0.222222
8577,50-75%,72,0.875,0.138889
8577,75-100%,72,0.944444,0.138889
8582,0-25%,55,0.709091,0.018182
8582,25-50%,56,0.857143,0.017857
8582,50-75%,56,0.803571,0.107143
8582,75-100%,56,0.553571,0.125
8583,0-25%,59,0.677966,0.050847
8583,25-50%,59,0.694915,0.135593
8583,50-75%,59,0.728814,0.135593
8583,75-100%,59,0.644068,0.169492
8584,0-25%,116,0.922414,0.077586
8584,25-50%,116,0.922414,0.112069
8584,50-75%,116,0.974138,0.25
8584,75-100%,117,0.931624,0.188034
8590,0-25%,92,0.804348,0.119565
8590,25-50%,93,0.903226,0.150538
8590,50-75%,92,0.717391,0.195652
8590,75-100%,93,0.591398,0.193548
8593,0-25%,85,0.894118,0.223529
8593,25-50%,85,0.8,0.094118
8593,50-75%,85,0.670588,0.129412
8593,75-100%,86,0.534884,0.197674
8594,0-25%,127,0.732283,0.07874
8594,25-50%,127,0.653543,0.11811
8594,50-75%,127,0.677165,0.062992
8594,75-100%,127,0.566929,0.283465
8599,0-25%,81,0.814815,0.111111
8599,25-50%,82,0.817073,0.158537
8599,50-75%,81,0.728395,0.08642
8599,75-100%,82,0.682927,0.158537
8601,0-25%,57,0.859649,0.157895
8601,25-50%,58,0.793103,0.068966
8601,50-75%,58,0.87931,0.051724
8601,75-100%,58,0.862069,0.189655
8602,0-25%,74,0.824324,0.067568
8602,25-50%,75,0.96,0.133333
8602,50-75%,74,0.878378,0.013514
8602,75-100%,75,0.906667,0.093333
8603,0-25%,166,0.662651,0.162651
8603,25-50%,166,0.746988,0.096386
8603,50-75%,166,0.855422,0.156627
8603,75-100%,167,0.724551,0.227545
8604,0-25%,116,0.5,0.103448
8604,25-50%,117,0.487179,0.128205
8604,50-75%,117,0.623932,0.111111
8604,75-100%,117,0.700855,0.230769
8606,0-25%,78,0.769231,0.089744
8606,25-50%,79,0.64557,0.063291
8606,50-75%,79,0.696203,0.151899
8606,75-100%,79,0.556962,0.189873
8616,0-25%,80,0.8875,0.0625
8616,25-50%,81,0.765432,0.098765
8616,50-75%,80,0.6625,0.0875
8616,75-100%,81,0.814815,0.17284
8618,0-25%,81,1.0,0.135802
8618,25-50%,82,1.0,0.097561
8618,50-75%,81,0.975309,0.160494
8618,75-100%,82,0.987805,0.097561
8631,0-25%,59,0.542373,0.067797
8631,25-50%,60,0.766667,0.183333
8631,50-75%,60,0.733333,0.183333
8631,75-100%,60,1.0,0.1
8640,0-25%,99,0.767677,0.070707
8640,25-50%,99,0.727273,0.181818
8640,50-75%,99,0.828283,0.10101
8640,75-100%,99,0.909091,0.131313
8649,0-25%,100,0.8,0.09
8649,25-50%,100,0.88,0.11
8649,50-75%,100,0.92,0.21
8649,75-100%,100,0.78,0.18
8654,0-25%,79,0.848101,0.025316
8654,25-50%,80,0.8,0.1875
8654,50-75%,79,0.860759,0.075949
8654,75-100%,80,0.75,0.2375
8655,0-25%,97,0.85567,0.113402
8655,25-50%,97,0.917526,0.14433
8655,50-75%,97,0.958763,0.206186
8655,75-100%,97,0.958763,0.216495
8659,0-25%,73,0.684932,0.068493
8659,25-50%,74,0.689189,0.054054
8659,50-75%,73,0.684932,0.178082
8659,75-100%,74,0.783784,0.175676
8663,0-25%,85,0.705882,0.094118
8663,25-50%,85,0.823529,0.164706
8663,50-75%,85,0.858824,0.129412
8663,75-100%,85,0.858824,0.129412
8674,0-25%,60,0.466667,0.116667
8674,25-50%,61,0.737705,0.147541
8674,50-75%,60,0.866667,0.133333
8674,75-100%,61,0.786885,0.163934
8675,0-25%,69,0.84058,0.057971
8675,25-50%,70,0.942857,0.028571
8675,50-75%,69,0.84058,0.217391
8675,75-100%,70,0.871429,0.257143
8676,0-25%,120,0.441667,0.075
8676,25-50%,121,0.61157,0.157025
8676,50-75%,120,0.683333,0.083333
8676,75-100%,121,0.438017,0.206612
8685,0-25%,73,0.671233,0.260274
8685,25-50%,74,0.743243,0.121622
8685,50-75%,73,0.849315,0.09589
8685,75-100%,74,0.824324,0.148649
8686,0-25%,64,0.78125,0.1875
8686,25-50%,64,0.671875,0.171875
8686,50-75%,64,0.921875,0.265625
8686,75-100%,65,0.769231,0.2
8687,0-25%,149,0.892617,0.114094
8687,25-50%,150,0.906667,0.12
8687,50-75%,150,0.913333,0.193333
8687,75-100%,150,0.846667,0.253333
8693,0-25%,74,0.783784,0.202703
8693,25-50%,75,0.88,0.106667
8693,50-75%,75,0.8,0.226667
8693,75-100%,75,0.773333,0.213333
8700,0-25%,122,0.516393,0.147541
8700,25-50%,123,0.723577,0.073171
8700,50-75%,122,0.754098,0.07377
8700,75-100%,123,0.804878,0.243902
8701,0-25%,154,0.766234,0.142857
8701,25-50%,155,0.632258,0.116129
8701,50-75%,155,0.774194,0.154839
8701,75-100%,155,0.677419,0.251613
8702,0-25%,128,0.921875,0.140625
8702,25-50%,128,0.898438,0.101562
8702,50-75%,128,0.945312,0.1875
8702,75-100%,128,0.789062,0.210938
8706,0-25%,57,0.842105,0.017544
8706,25-50%,58,0.810345,0.172414
8706,50-75%,58,0.965517,0.103448
8706,75-100%,58,0.793103,0.103448
8709,0-25%,73,0.726027,0.109589
8709,25-50%,73,0.753425,0.136986
8709,50-75%,73,0.917808,0.205479
8709,75-100%,74,0.756757,0.162162
8713,0-25%,83,0.542169,0.084337
8713,25-50%,84,0.892857,0.059524
8713,50-75%,83,0.662651,0.096386
8713,75-100%,84,0.75,0.22619
8731,0-25%,96,0.666667,0.145833
8731,25-50%,97,0.690722,0.072165
8731,50-75%,96,0.625,0.114583
8731,75-100%,97,0.525773,0.113402
8737,0-25%,101,0.663366,0.108911
8737,25-50%,102,0.666667,0.088235
8737,50-75%,101,0.762376,0.089109
8737,75-100%,102,0.852941,0.284314
8740,0-25%,84,0.75,0.071429
8740,25-50%,85,0.8,0.105882
8740,50-75%,85,0.882353,0.058824
8740,75-100%,85,0.929412,0.164706
8742,0-25%,64,0.71875,0.171875
8742,25-50%,65,0.676923,0.215385
8742,50-75%,64,0.640625,0.125
8742,75-100%,65,0.707692,0.123077
8743,0-25%,104,0.817308,0.086538
8743,25-50%,104,0.826923,0.125
8743,50-75%,104,0.663462,0.076923
8743,75-100%,104,0.855769,0.221154
8745,0-25%,99,0.878788,0.181818
8745,25-50%,99,0.989899,0.070707
8745,50-75%,99,0.919192,0.121212
8745,75-100%,100,0.89,0.19
8748,0-25%,89,0.820225,0.067416
8748,25-50%,90,0.788889,0.055556
8748,50-75%,89,0.865169,0.202247
8748,75-100%,90,0.844444,0.2
8757,0-25%,114,0.763158,0.061404
8757,25-50%,114,0.789474,0.114035
8757,50-75%,114,0.868421,0.245614
8757,75-100%,115,0.834783,0.243478
8758,0-25%,66,0.651515,0.151515
8758,25-50%,66,0.681818,0.075758
8758,50-75%,66,0.939394,0.090909
8758,75-100%,66,0.757576,0.136364
8762,0-25%,70,0.857143,0.1
8762,25-50%,71,0.901408,0.070423
8762,50-75%,71,0.760563,0.112676
8762,75-100%,71,0.507042,0.197183
8763,0-25%,57,0.877193,0.245614
8763,25-50%,58,0.810345,0.034483
8763,50-75%,57,0.754386,0.087719
8763,75-100%,58,0.862069,0.086207
8772,0-25%,102,0.735294,0.205882
8772,25-50%,102,0.647059,0.186275
8772,50-75%,102,0.568627,0.127451
8772,75-100%,103,0.834951,0.242718
8776,0-25%,74,0.743243,0.054054
8776,25-50%,75,0.72,0.173333
8776,50-75%,75,0.813333,0.066667
8776,75-100%,75,0.733333,0.253333
8778,0-25%,156,0.865385,0.134615
8778,25-50%,156,0.916667,0.102564
8778,50-75%,156,0.923077,0.128205
8778,75-100%,157,0.675159,0.127389
8780,0-25%,132,0.613636,0.106061
8780,25-50%,132,0.590909,0.121212
8780,50-75%,132,0.598485,0.204545
8780,75-100%,133,0.721805,0.270677
8784,0-25%,97,0.824742,0.103093
8784,25-50%,98,0.755102,0.142857
8784,50-75%,98,0.806122,0.132653
8784,75-100%,98,0.795918,0.244898
8787,0-25%,100,0.65,0.11
8787,25-50%,101,0.712871,0.059406
8787,50-75%,101,0.881188,0.217822
8787,75-100%,101,0.643564,0.237624
8799,0-25%,60,0.85,0.05
8799,25-50%,61,0.836066,0.147541
8799,50-75%,60,0.716667,0.3
8799,75-100%,61,0.819672,0.163934
8807,0-25%,91,0.615385,0.054945
8807,25-50%,91,0.450549,0.197802
8807,50-75%,91,0.747253,0.087912
8807,75-100%,91,0.747253,0.21978
8815,0-25%,80,0.7375,0.0125
8815,25-50%,81,0.530864,0.17284
8815,50-75%,80,0.8,0.0375
8815,75-100%,81,0.62963,0.197531
8823,0-25%,88,0.693182,0.045455
8823,25-50%,88,0.659091,0.068182
8823,50-75%,88,0.818182,0.068182
8823,75-100%,88,0.647727,0.125
8828,0-25%,55,0.945455,0.018182
8828,25-50%,56,0.946429,0.142857
8828,50-75%,56,0.982143,0.142857
8828,75-100%,56,0.857143,0.053571
8831,0-25%,77,0.779221,0.12987
8831,25-50%,78,0.769231,0.064103
8831,50-75%,78,0.653846,0.089744
8831,75-100%,78,0.653846,0.102564
8832,0-25%,90,0.855556,0.133333
8832,25-50%,90,0.744444,0.1
8832,50-75%,90,0.9,0.133333
8832,75-100%,91,0.813187,0.230769
8835,0-25%,130,0.8,0.130769
8835,25-50%,131,0.885496,0.114504
8835,50-75%,131,0.816794,0.160305
8835,75-100%,131,0.885496,0.251908
8837,0-25%,132,0.977273,0.136364
8837,25-50%,132,0.901515,0.151515
8837,50-75%,132,0.833333,0.083333
8837,75-100%,133,0.766917,0.270677
8838,0-25%,85,0.6,0.141176
8838,25-50%,86,0.569767,0.104651
8838,50-75%,85,0.6,0.176471
8838,75-100%,86,0.627907,0.255814
8843,0-25%,162,0.882716,0.135802
8843,25-50%,162,0.888889,0.123457
8843,50-75%,162,0.907407,0.179012
8843,75-100%,163,0.90184,0.214724
8845,0-25%,59,0.881356,0.084746
8845,25-50%,60,0.933333,0.1
8845,50-75%,59,0.983051,0.067797
8845,75-100%,60,0.833333,0.25
8849,0-25%,73,0.671233,0.054795
8849,25-50%,73,0.589041,0.150685
8849,50-75%,73,0.616438,0.164384
8849,75-100%,73,0.821918,0.246575
8855,0-25%,70,0.642857,0.185714
8855,25-50%,71,0.774648,0.098592
8855,50-75%,71,0.788732,0.140845
8855,75-100%,71,0.732394,0.014085
8857,0-25%,99,0.909091,0.121212
8857,25-50%,100,0.93,0.18
8857,50-75%,100,0.94,0.1
8857,75-100%,100,0.93,0.24
8860,0-25%,103,0.660194,0.145631
8860,25-50%,104,0.788462,0.076923
8860,50-75%,103,0.84466,0.223301
8860,75-100%,104,0.855769,0.221154
8862,0-25%,62,0.548387,0.177419
8862,25-50%,63,0.428571,0.142857
8862,50-75%,63,0.507937,0.111111
8862,75-100%,63,0.746032,0.206349
8868,0-25%,62,0.5,0.241935
8868,25-50%,62,0.741935,0.129032
8868,50-75%,62,0.83871,0.129032
8868,75-100%,62,0.854839,0.16129
8873,0-25%,106,0.5,0.09434
8873,25-50%,106,0.443396,0.179245
8873,50-75%,106,0.433962,0.169811
8873,75-100%,106,0.301887,0.235849
8874,0-25%,92,0.663043,0.130435
8874,25-50%,93,0.806452,0.11828
8874,50-75%,93,0.924731,0.064516
8874,75-100%,93,0.827957,0.172043
8875,0-25%,122,0.762295,0.081967
8875,25-50%,122,0.754098,0.122951
8875,50-75%,122,0.778689,0.155738
8875,75-100%,123,0.617886,0.219512
8876,0-25%,143,0.587413,0.181818
8876,25-50%,144,0.784722,0.048611
8876,50-75%,144,0.895833,0.097222
8876,75-100%,144,0.708333,0.236111
8880,0-25%,75,0.64,0.053333
8880,25-50%,75,0.84,0.08
8880,50-75%,75,0.613333,0.16
8880,75-100%,76,0.526316,0.197368
8883,0-25%,96,0.65625,0.145833
8883,25-50%,96,0.583333,0.09375
8883,50-75%,96,0.739583,0.197917
8883,75-100%,96,0.666667,0.208333
8886,0-25%,125,0.632,0.144
8886,25-50%,125,0.752,0.104
8886,50-75%,125,0.8,0.144
8886,75-100%,125,0.64,0.296
8891,0-25%,123,0.723577,0.081301
8891,25-50%,123,0.756098,0.138211
8891,50-75%,123,0.845528,0.065041
8891,75-100%,123,0.869919,0.235772
8894,0-25%,96,0.96875,0.114583
8894,25-50%,97,0.958763,0.164948
8894,50-75%,96,0.989583,0.135417
8894,75-100%,97,0.958763,0.216495
8899,0-25%,106,0.820755,0.066038
8899,25-50%,106,0.886792,0.132075
8899,50-75%,106,0.886792,0.283019
8899,75-100%,107,0.897196,0.271028
8904,0-25%,82,0.707317,0.085366
8904,25-50%,82,0.707317,0.036585
8904,50-75%,82,0.695122,0.170732
8904,75-100%,83,0.662651,0.192771
8909,0-25%,133,0.766917,0.150376
8909,25-50%,133,0.887218,0.067669
8909,50-75%,133,0.857143,0.097744
8909,75-100%,134,0.619403,0.201493
8912,0-25%,99,0.79798,0.050505
8912,25-50%,99,0.909091,0.111111
8912,50-75%,99,0.828283,0.232323
8912,75-100%,100,0.65,0.26
8913,0-25%,67,0.910448,0.044776
8913,25-50%,67,0.910448,0.134328
8913,50-75%,67,0.880597,0.149254
8913,75-100%,68,0.911765,0.088235
8917,0-25%,124,0.967742,0.145161
8917,25-50%,124,0.919355,0.112903
8917,50-75%,124,0.862903,0.120968
8917,75-100%,124,0.887097,0.104839
8921,0-25%,102,0.941176,0.039216
8921,25-50%,102,0.852941,0.058824
8921,50-75%,102,0.911765,0.068627
8921,75-100%,103,0.912621,0.194175
8924,0-25%,69,0.84058,0.014493
8924,25-50%,69,0.753623,0.130435
8924,50-75%,69,0.898551,0.086957
8924,75-100%,69,0.710145,0.188406
8925,0-25%,109,0.559633,0.110092
8925,25-50%,110,0.536364,0.063636
8925,50-75%,110,0.627273,0.154545
8925,75-100%,110,0.654545,0.190909
8926,0-25%,130,0.730769,0.169231
8926,25-50%,130,0.876923,0.107692
8926,50-75%,130,0.892308,0.123077
8926,75-100%,130,0.884615,0.223077
8927,0-25%,95,0.842105,0.115789
8927,25-50%,95,0.926316,0.126316
8927,50-75%,95,0.852632,0.136842
8927,75-100%,96,0.895833,0.21875
8928,0-25%,133,0.781955,0.105263
8928,25-50%,134,0.880597,0.097015
8928,50-75%,134,0.910448,0.19403
8928,75-100%,134,0.873134,0.246269
8937,0-25%,152,0.710526,0.059211
8937,25-50%,152,0.717105,0.105263
8937,50-75%,152,0.657895,0.052632
8937,75-100%,152,0.723684,0.223684
8946,0-25%,87,0.885057,0.103448
8946,25-50%,87,0.954023,0.091954
8946,50-75%,87,0.873563,0.16092
8946,75-100%,87,0.793103,0.103448
8952,0-25%,90,0.777778,0.111111
8952,25-50%,90,0.7,0.066667
8952,50-75%,90,0.9,0.166667
8952,75-100%,91,0.791209,0.208791
8961,0-25%,104,0.721154,0.076923
8961,25-50%,104,0.759615,0.115385
8961,50-75%,104,0.778846,0.192308
8961,75-100%,105,0.809524,0.266667
8964,0-25%,96,0.6875,0.0625
8964,25-50%,96,0.6875,0.125
8964,50-75%,96,0.583333,0.052083
8964,75-100%,96,0.84375,0.208333
8965,0-25%,139,0.935252,0.143885
8965,25-50%,140,0.907143,0.071429
8965,50-75%,139,0.906475,0.143885
8965,75-100%,140,0.978571,0.235714
8969,0-25%,96,0.6875,0.125
8969,25-50%,97,0.587629,0.103093
8969,50-75%,96,0.666667,0.145833
8969,75-100%,97,0.742268,0.226804
8970,0-25%,119,0.764706,0.176471
8970,25-50%,119,0.87395,0.109244
8970,50-75%,119,0.789916,0.201681
8970,75-100%,119,0.815126,0.268908
8973,0-25%,62,0.854839,0.064516
8973,25-50%,62,0.951613,0.048387
8973,50-75%,62,0.887097,0.129032
8973,75-100%,62,0.951613,0.209677
8974,0-25%,162,0.796296,0.154321
8974,25-50%,163,0.840491,0.116564
8974,50-75%,162,0.851852,0.104938
8974,75-100%,163,0.871166,0.196319
8977,0-25%,129,0.751938,0.069767
8977,25-50%,129,0.821705,0.069767
8977,50-75%,129,0.790698,0.186047
8977,75-100%,130,0.884615,0.192308
8978,0-25%,104,0.980769,0.105769
8978,25-50%,104,0.913462,0.086538
8978,50-75%,104,0.913462,0.221154
8978,75-100%,104,0.961538,0.192308
8985,0-25%,104,0.701923,0.086538
8985,25-50%,105,0.847619,0.114286
8985,50-75%,105,0.847619,0.066667
8985,75-100%,105,0.780952,0.247619
8988,0-25%,68,0.794118,0.102941
8988,25-50%,68,0.720588,0.161765
8988,50-75%,68,0.779412,0.191176
8988,75-100%,69,0.811594,0.217391
8990,0-25%,112,0.6875,0.098214
8990,25-50%,113,0.752212,0.088496
8990,50-75%,112,0.616071,0.1875
8990,75-100%,113,0.654867,0.238938
8994,0-25%,99,0.484848,0.141414
8994,25-50%,99,0.737374,0.121212
8994,50-75%,99,0.676768,0.181818
8994,75-100%,99,0.626263,0.222222
9001,0-25%,103,0.893204,0.116505
9001,25-50%,104,0.971154,0.201923
9001,50-75%,104,0.971154,0.086538
9001,75-100%,104,0.942308,0.125
9008,0-25%,111,0.828829,0.081081
9008,25-50%,111,0.900901,0.09009
9008,50-75%,111,0.882883,0.054054
9008,75-100%,112,0.910714,0.241071
9010,0-25%,142,0.929577,0.06338
9010,25-50%,143,0.902098,0.160839
9010,50-75%,142,0.901408,0.133803
9010,75-100%,143,0.944056,0.265734
9016,0-25%,66,0.560606,0.121212
9016,25-50%,66,0.560606,0.045455
9016,50-75%,66,0.530303,0.106061
9016,75-100%,66,0.69697,0.287879
9019,0-25%,78,0.679487,0.076923
9019,25-50%,79,0.810127,0.164557
9019,50-75%,78,0.820513,0.141026
9019,75-100%,79,0.911392,0.101266
9020,0-25%,68,0.882353,0.044118
9020,25-50%,69,0.971014,0.130435
9020,50-75%,69,0.884058,0.130435
9020,75-100%,69,0.956522,0.217391
9023,0-25%,75,0.866667,0.093333
9023,25-50%,75,0.773333,0.04
9023,50-75%,75,0.546667,0.066667
9023,75-100%,75,0.586667,0.106667
9029,0-25%,92,0.75,0.130435
9029,25-50%,93,0.913978,0.11828
9029,50-75%,92,0.913043,0.119565
9029,75-100%,93,0.88172,0.258065
9040,0-25%,72,0.736111,0.125
9040,25-50%,72,0.791667,0.125
9040,50-75%,72,0.736111,0.125
9040,75-100%,73,0.876712,0.136986
9046,0-25%,74,0.540541,0.108108
9046,25-50%,74,0.648649,0.148649
9046,50-75%,74,0.594595,0.054054
9046,75-100%,74,0.648649,0.202703
9047,0-25%,61,0.52459,0.081967
9047,25-50%,62,0.677419,0.145161
9047,50-75%,62,0.645161,0.129032
9047,75-100%,62,0.693548,0.177419
9049,0-25%,78,0.487179,0.192308
9049,25-50%,79,0.544304,0.126582
9049,50-75%,79,0.518987,0.189873
9049,75-100%,79,0.658228,0.189873
9057,0-25%,59,0.694915,0.050847
9057,25-50%,60,0.583333,0.133333
9057,50-75%,60,0.5,0.166667
9057,75-100%,60,0.4,0.25
9059,0-25%,140,0.685714,0.114286
9059,25-50%,141,0.815603,0.085106
9059,50-75%,140,0.792857,0.2
9059,75-100%,141,0.765957,0.248227
9064,0-25%,75,0.746667,0.053333
9064,25-50%,75,0.68,0.146667
9064,50-75%,75,0.88,0.066667
9064,75-100%,75,0.786667,0.213333
9070,0-25%,70,0.742857,0.071429
9070,25-50%,71,0.816901,0.112676
9070,50-75%,71,0.802817,0.084507
9070,75-100%,71,0.605634,0.183099
9077,0-25%,69,0.73913,0.057971
9077,25-50%,70,0.7,0.228571
9077,50-75%,70,0.828571,0.042857
9077,75-100%,70,0.871429,0.171429
9079,0-25%,138,0.927536,0.137681
9079,25-50%,138,0.949275,0.086957
9079,50-75%,138,0.913043,0.231884
9079,75-100%,139,0.94964,0.223022
9084,0-25%,100,0.88,0.1
9084,25-50%,100,0.86,0.12
9084,50-75%,100,0.79,0.16
9084,75-100%,100,0.92,0.23
9090,0-25%,96,0.46875,0.166667
9090,25-50%,97,0.474227,0.061856
9090,50-75%,96,0.458333,0.052083
9090,75-100%,97,0.453608,0.226804
9109,0-25%,137,0.773723,0.058394
9109,25-50%,138,0.818841,0.173913
9109,50-75%,138,0.710145,0.086957
9109,75-100%,138,0.768116,0.253623
9124,0-25%,58,0.844828,0.034483
9124,25-50%,59,0.949153,0.152542
9124,50-75%,58,0.862069,0.189655
9124,75-100%,59,0.881356,0.135593
9129,0-25%,97,0.71134,0.051546
9129,25-50%,97,0.752577,0.175258
9129,50-75%,97,0.958763,0.185567
9129,75-100%,97,0.938144,0.216495
9151,0-25%,95,0.936842,0.136842
9151,25-50%,95,0.905263,0.115789
9151,50-75%,95,0.915789,0.136842
9151,75-100%,95,0.852632,0.210526
9156,0-25%,64,0.78125,0.0
9156,25-50%,64,0.796875,0.203125
9156,50-75%,64,0.90625,0.109375
9156,75-100%,65,0.8,0.107692
9158,0-25%,132,0.75,0.136364
9158,25-50%,132,0.659091,0.098485
9158,50-75%,132,0.840909,0.166667
9158,75-100%,132,0.636364,0.265152
9161,0-25%,93,0.763441,0.086022
9161,25-50%,94,0.638298,0.138298
9161,50-75%,94,0.648936,0.06383
9161,75-100%,94,0.829787,0.053191
9163,0-25%,93,0.827957,0.075269
9163,25-50%,93,0.860215,0.096774
9163,50-75%,93,0.946237,0.16129
9163,75-100%,94,0.904255,0.159574
9171,0-25%,92,0.836957,0.054348
9171,25-50%,92,0.869565,0.054348
9171,50-75%,92,0.793478,0.184783
9171,75-100%,92,0.793478,0.23913
9180,0-25%,124,0.919355,0.096774
9180,25-50%,124,0.935484,0.08871
9180,50-75%,124,0.927419,0.16129
9180,75-100%,125,0.968,0.232
9182,0-25%,74,0.891892,0.054054
9182,25-50%,75,0.88,0.213333
9182,50-75%,74,0.891892,0.121622
9182,75-100%,75,0.933333,0.24
9184,0-25%,78,0.423077,0.076923
9184,25-50%,78,0.74359,0.153846
9184,50-75%,78,0.820513,0.179487
9184,75-100%,79,0.873418,0.227848
9189,0-25%,105,0.828571,0.104762
9189,25-50%,106,0.924528,0.09434
9189,50-75%,106,0.924528,0.301887
9189,75-100%,106,0.933962,0.226415
9201,0-25%,136,0.794118,0.132353
9201,25-50%,137,0.875912,0.10219
9201,50-75%,137,0.883212,0.138686
9201,75-100%,137,0.875912,0.284672
9203,0-25%,98,0.693878,0.132653
9203,25-50%,98,0.908163,0.091837
9203,50-75%,98,0.785714,0.102041
9203,75-100%,99,0.616162,0.313131
9211,0-25%,68,0.691176,0.058824
9211,25-50%,68,0.764706,0.161765
9211,50-75%,68,0.75,0.161765
9211,75-100%,68,0.558824,0.205882
9213,0-25%,66,0.80303,0.060606
9213,25-50%,67,0.955224,0.119403
9213,50-75%,67,0.865672,0.179104
9213,75-100%,67,0.820896,0.014925
9215,0-25%,119,0.957983,0.07563
9215,25-50%,120,0.975,0.041667
9215,50-75%,119,0.932773,0.142857
9215,75-100%,120,0.866667,0.141667
9219,0-25%,93,0.892473,0.11828
9219,25-50%,94,0.744681,0.106383
9219,50-75%,94,0.968085,0.180851
9219,75-100%,94,0.87234,0.234043
9220,0-25%,61,0.590164,0.147541
9220,25-50%,61,0.672131,0.081967
9220,50-75%,61,0.672131,0.114754
9220,75-100%,62,0.580645,0.032258
9221,0-25%,68,0.705882,0.102941
9221,25-50%,68,0.897059,0.073529
9221,50-75%,68,0.867647,0.235294
9221,75-100%,69,0.956522,0.26087
9228,0-25%,107,0.700935,0.140187
9228,25-50%,107,0.626168,0.11215
9228,50-75%,107,0.803738,0.299065
9228,75-100%,108,0.805556,0.231481
9231,0-25%,62,0.854839,0.048387
9231,25-50%,62,0.887097,0.225806
9231,50-75%,62,0.790323,0.080645
9231,75-100%,63,0.746032,0.190476
9234,0-25%,67,0.477612,0.074627
9234,25-50%,67,0.358209,0.059701
9234,50-75%,67,0.567164,0.19403
9234,75-100%,68,0.617647,0.191176
9236,0-25%,114,0.859649,0.122807
9236,25-50%,115,0.817391,0.078261
9236,50-75%,115,0.86087,0.226087
9236,75-100%,115,0.895652,0.217391
9239,0-25%,69,0.507246,0.057971
9239,25-50%,70,0.428571,0.071429
9239,50-75%,70,0.742857,0.128571
9239,75-100%,70,0.785714,0.228571
9241,0-25%,102,0.941176,0.058824
9241,25-50%,102,0.911765,0.176471
9241,50-75%,102,0.901961,0.127451
9241,75-100%,103,0.970874,0.223301
9246,0-25%,75,0.64,0.146667
9246,25-50%,75,0.64,0.133333
9246,50-75%,75,0.626667,0.093333
9246,75-100%,76,0.723684,0.171053
9253,0-25%,84,0.833333,0.095238
9253,25-50%,85,0.6,0.129412
9253,50-75%,85,0.658824,0.105882
9253,75-100%,85,0.670588,0.176471
9257,0-25%,61,0.590164,0.0
9257,25-50%,62,0.532258,0.241935
9257,50-75%,61,0.737705,0.114754
9257,75-100%,62,0.822581,0.209677
9262,0-25%,86,0.965116,0.127907
9262,25-50%,86,0.883721,0.081395
9262,50-75%,86,0.755814,0.046512
9262,75-100%,87,0.724138,0.137931
9269,0-25%,66,0.818182,0.090909
9269,25-50%,66,0.651515,0.151515
9269,50-75%,66,0.69697,0.030303
9269,75-100%,67,0.910448,0.208955
9272,0-25%,57,0.701754,0.035088
9272,25-50%,58,0.913793,0.051724
9272,50-75%,57,0.736842,0.157895
9272,75-100%,58,0.793103,0.241379
9287,0-25%,90,0.844444,0.077778
9287,25-50%,91,0.769231,0.087912
9287,50-75%,90,0.9,0.177778
9287,75-100%,91,0.923077,0.230769
9288,0-25%,116,0.655172,0.094828
9288,25-50%,117,0.794872,0.025641
9288,50-75%,117,0.700855,0.111111
9288,75-100%,117,0.794872,0.205128
9290,0-25%,139,0.920863,0.093525
9290,25-50%,140,0.892857,0.107143
9290,50-75%,139,0.964029,0.129496
9290,75-100%,140,0.971429,0.214286
9295,0-25%,102,0.931373,0.04902
9295,25-50%,103,0.970874,0.097087
9295,50-75%,102,0.960784,0.098039
9295,75-100%,103,0.951456,0.194175
